Date,Average,Cheung Chau,Ching Pak House(Tsing Yi),Hong Kong International Airport ,Hong Kong Observatory,Tseung Kwan O,King's Park,Lau Fau Shan,Peng Chau,Tai Mei Tuk,Shek Kong,Sha Tin,Sheung Shui,Tate's Cairn,Ta Kwu Ling,Tai Mo Shan,Pak Tam Chung (Tsak Yue Wu),The Peak,Waglan Island,Wetland Park
2015-03-02,0.6,0,0,Trace,Trace,1,0.2,0,0,0,0,0,0,0.5,0,0.5,0.5,0,7.5,0
2015-03-03,0.561111111,1,1.5,Trace,0.2,0,0.4,0,1,2,0,0,0,0.5,0.5,1,1,0,1,0
2015-03-04,1.689473684,0,0,2.4,0.2,7,0.5,1,0,1.5,1,2.5,0.5,3.5,0,3,2.5,0,5.5,1
2015-03-05,1.955555556,0,0,Trace,4.8,11.5,3.4,0,0,3,0,1.5,0,3.5,0,2.5,1.5,0.5,3,0
2015-03-06,0.261111111,0,0,Trace,0.1,1.5,0.1,0,0,0.5,0,0,0,0.5,0.5,1,0.5,0,0,0
2015-03-07,0.272222222,0,0,Trace,0.2,1,0.2,0,0,1,0,0,0,1,0,1.5,0,0,0,0
2015-03-08,0.111111111,0,0,0,Trace,0,0,0,0,0,0,0,0,0.5,0,1.5,0,0,0,0
2015-03-09,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2015-03-10,0.088235294,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0
2015-03-11,0.484210526,0,0,0.4,0.3,1,0.5,0,0,0,0,1,0,2,0.5,2,1,0.5,0,0
2015-03-12,5.342105263,3.5,5.5,2.2,3.7,5,5.6,8.5,3,5.5,6.5,6.5,8,6,9,1.5,4.5,4.5,4.5,8
2015-03-13,0.055555556,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
2015-03-14,0.055555556,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-03-15,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-03-16,0.055555556,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
2015-03-17,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0
2015-03-18,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0.5,0
2015-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-22,0.238888889,0,0,Trace,0.1,0,0.2,0,0,0,0,0,0,1.5,0,0.5,0,1.5,0,0.5
2015-03-23,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-24,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-03-25,0.272222222,0,0.5,1.8,Trace,0,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0.5
2015-03-26,2.438888889,2.5,6,Trace,4.2,0,3.7,0,4,0,1.5,5.5,0,3.5,0,5,0,8,0,0
2015-03-27,3.894736842,0.5,2.5,4.4,14.6,1.5,17,0,6.5,0.5,2,1.5,1,7,0,2,5.5,6.5,1,0
2015-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-29,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2015-03-30,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-03-31,0.058823529,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0
2015-04-01,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-04-02,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-03,0.111111111,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2015-04-04,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-04-05,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-04-06,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-04-07,0.610526316,1,0,3.9,0.1,1,0.1,1,0.5,0.5,0,0.5,0.5,0.5,0,1,0,0.5,0,0.5
2015-04-08,10.03684211,5,14.5,10.9,10,10,8.8,13.5,11,6.5,13,8,10.5,14,6,10.5,3,10.5,3,22
2015-04-09,3.652631579,0.5,3.5,0.7,1.3,4,0.4,2,1,4.5,1,11.5,1.5,8,3,4.5,7.5,1,12,1.5
2015-04-10,1.057894737,0,1,0.8,0.7,1,0.6,2.5,0,2,1.5,1,2,1,2,1.5,0.5,1,0,1
2015-04-11,35.52105263,36,39.5,39.3,52,44,50.6,25,37,31.5,36,30,32.5,33.5,29,34.5,33.5,40,23.5,27.5
2015-04-12,0.836842105,1.5,1,0.8,0.2,0.5,0.9,0.5,1,1,2,1.5,0,0.5,0.5,1.5,1,0.5,0.5,0.5
2015-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,***,0,0,0
2015-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-18,0.088235294,0,0,Trace,Trace,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0
2015-04-19,0.055555556,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015-04-20,0.763157895,0,0.5,0.7,0.2,0,0.1,1,1,1.5,1.5,1,0.5,1,0.5,2,2.5,0,0,0.5
2015-04-21,0.144444444,0,0,0,Trace,0,0.1,0,0,0,0,0,0,0.5,0,0,0,0,1.5,0.5
2015-04-22,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-04-23,0,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,0.377777778,0,0,Trace,0.5,0.5,0.8,0,0,0,0,0.5,0,1.5,0,0.5,2.5,0,0,0
2015-05-02,0.533333333,0,0,0.1,Trace,0,0,0,0,3.5,1.5,0,0,0.5,0,3.5,0.5,0,0,0
2015-05-03,0.166666667,0,0,0,Trace,0,0,0,0,0,0,1.5,0,0,0,1.5,0,0,0,0
2015-05-04,0.029411765,0,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-05-05,2.042105263,0,0.5,4.1,3.9,5.5,3.3,0.5,1.5,3,0.5,1,0,5,1,2.5,2,2,2.5,0
2015-05-06,1.221052632,0,1,0.6,0.6,4,1,0,0,1.5,0,0,1.5,3,0,1.5,7.5,0.5,0,0.5
2015-05-07,1.5,0,0.5,1.2,0.3,0,0.5,1,0,1,8.5,0.5,2.5,5.5,3,1.5,1,0,0,1.5
2015-05-08,0.027777778,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-05-09,16.82222222,20,24.5,11.2,7.3,23.5,7.8,16.5,15.5,29,11.5,33,***,9,9,23.5,18,22,7.5,14
2015-05-10,24.6,7,6.5,1.1,20.1,13.5,23.2,3,24,82.5,6,61,2.5,56.5,3.5,9.5,126,11.5,5,5
2015-05-11,43.18947368,52,28,53.1,51,80,50.5,30.5,33.5,33.5,38,27.5,35,41.5,57.5,25,47,57.5,43.5,36
2015-05-12,0.084210526,0,0,0,0,0,0.1,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0
2015-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,0.555555556,1.5,0.5,0,Trace,0,0,0,6,0,0.5,0,0.5,0,0,1,0,0,0,0
2015-05-15,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-05-16,14.72631579,30.5,4.5,10.8,18.4,13.5,16.6,4,13,13,12,5.5,7,24.5,5,29,28,21.5,19.5,3.5
2015-05-17,6.884210526,2,4,4,5.7,12.5,6.1,3,4,15,5,13,9.5,10,7.5,5.5,11.5,8.5,1.5,2.5
2015-05-18,2.727777778,0,3.5,Trace,0.9,2,1.2,2.5,3,6.5,1,5,1,2.5,1,13.5,4,0,0,1.5
2015-05-19,19.12631579,3,25.5,13.1,1.2,3,1.6,5.5,14.5,113,19,26.5,4.5,6.5,4,93,24.5,0.5,0.5,4
2015-05-20,122.4789474,76.5,183,139.9,107.7,136.5,111,48.5,167.5,143.5,98,269,57,169.5,55,192,234.5,75,12,51
2015-05-21,11.78421053,13,7.5,3,12.6,26,12.3,0.5,6.5,8.5,4,7,3.5,12.5,4,7,36.5,14,45,0.5
2015-05-22,3.657894737,4.5,1,0.3,0.7,7.5,1,2.5,1,3,2.5,6,3,2.5,4.5,4.5,7.5,2,12.5,3
2015-05-23,109.2263158,155,84.5,41.1,169.4,154.5,160.3,71.5,106,80.5,84.5,87,89,134.5,80,71,100.5,129.5,198,78.5
2015-05-24,8.817647059,4.5,13,14.1,8.2,5.5,10.1,3.5,3.5,6.5,3.5,16,5,22.5,4.5,***,19.5,***,5.5,4.5
2015-05-25,23.53333333,59,28,22.7,29.4,15,29.5,13,29,42.5,20,29,13,25,17.5,22,12,***,6,11
2015-05-26,55.44736842,69,129.5,19,64.6,48.5,90.9,1.5,83.5,68,11,111,17,147,22,15,102,0,53,1
2015-05-27,8.131578947,0.5,21,0.5,0.2,1,0.8,0,0.5,59,0,34,0.5,7,2.5,14,11.5,0.5,0.5,0.5
2015-05-28,0.615789474,0,1,0,1.4,3.5,1.8,0,0,1,0,0,0,0,0,1,0,2,0,0
2015-05-29,0.027777778,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-05-30,7.768421053,10.5,7,24.5,7,6.5,3.1,2.5,5.5,10,14,4.5,13,1,13.5,12,1,7,0,5
2015-05-31,4.368421053,6.5,1.5,3.1,1.9,25.5,5.5,0,4.5,0.5,0.5,4,0,3.5,1,2,12.5,7.5,3,0
2015-06-01,4.036842105,0,0,8.1,10.6,2,5.5,2.5,2.5,7.5,1,11.5,2,7.5,2.5,7,1.5,0,0,5
2015-06-02,1.578947368,2,0.5,1,5.4,0,4.6,0.5,1,0,1.5,1,0.5,3,0,1,0,8,0,0
2015-06-03,0.064705882,0,0,Trace,Trace,0,0.6,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-06-04,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-06-05,5.636842105,0,0.5,0.1,0,0,0,21,0,11.5,13.5,6,18.5,0.5,15,6,2.5,0,0,12
2015-06-06,0.457894737,0,0,5.8,0.8,0,0.6,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0
2015-06-07,0.823529412,0,0,Trace,Trace,1,0,0,0.5,9.5,0,2.5,0,0,0,0.5,0,0,0,0
2015-06-08,1.2,0,7.5,0,1.6,0.5,0.2,0,2.5,1,2,1.5,0,0.5,0,2.5,0,3,0,0
2015-06-09,0.411764706,1,0.5,Trace,Trace,0,0,0,3.5,0,0,0,1.5,0,0,0.5,0,0,0,0
2015-06-10,8.963157895,3.5,1,8.8,8.1,0,9.4,0,1,2,23.5,7.5,14,10.5,10,26.5,4.5,16.5,12.5,11
2015-06-11,4.047368421,2.5,3.5,5.3,0.8,0.5,2.3,1,41,4.5,0,2,0,7.5,0,1.5,0,1,0,3.5
2015-06-12,19.74210526,9.5,8.5,3.8,96.8,24.5,77.5,0,33,0,2.5,2.5,0,31,0.5,3.5,5.5,68.5,6,1.5
2015-06-13,0.178947368,2.5,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-06-14,2.368421053,10,0,12.4,1.5,0,1.6,8,1.5,0,0.5,1.5,0,0.5,0,0.5,0,1.5,0,5.5
2015-06-15,1.094736842,0,0,0,5.2,0,3.1,0,0,0,0,0,0,0,0,3.5,0,5.5,3.5,0
2015-06-16,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-06-18,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-06-19,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-21,37.36842105,56.5,39.5,19.8,51,54.5,45.7,15.5,35.5,17.5,37.5,48,25.5,69.5,14,37,59,33,29,22
2015-06-22,20.3,11.5,17.5,52.7,18.1,17,24.9,15.5,20.5,7,29,15,20,35,12.5,37,2.5,28.5,5.5,16
2015-06-23,39.84736842,25.5,35,18.7,51.3,32.5,52.6,24,22.5,45.5,35,71,35.5,75,44,66.5,27,48,16,31.5
2015-06-24,12.68421053,25.5,10.5,35.6,9.7,13.5,9.7,13,15,7,14,5.5,7.5,10,11.5,15.5,2.5,11,12,12
2015-06-25,32.62105263,16,43.5,23,28.5,28.5,25.8,20.5,20,39,26.5,45,28.5,64,55,55.5,31.5,28.5,19,21.5
2015-06-26,6.684210526,6,4,4.7,10.4,7.5,10.4,0.5,3.5,9.5,8,5,7,7.5,10.5,12.5,5.5,12,0.5,2
2015-06-27,0.111111111,0,0,Trace,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0
2015-06-28,1.131578947,4,0.5,0,1.9,2.5,4.1,0.5,0,0,0,0.5,0,3,0,0.5,1,3,0,0
2015-06-29,0.138888889,2,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-06-30,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-02,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-07-03,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,0.083333333,0,1,0,Trace,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
2015-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-09,3.752631579,0.5,2.5,1.7,2,0.5,2.6,3.5,5,2.5,7.5,2,5,5,6.5,10,5,5.5,0.5,3.5
2015-07-10,19.61052632,31.5,15.5,23.9,24.3,19.5,26.4,3.5,19,19,19.5,14.5,6.5,21.5,16.5,21,35,34.5,17,4
2015-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-13,0.078947368,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0
2015-07-14,0.052631579,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015-07-15,0.611111111,0.5,1.5,0,Trace,0,0,0,0.5,0,1.5,1,2,3.5,0,0.5,0,0,0,0
2015-07-16,8.905555556,7,0,4.5,Trace,36,3.3,0,0,36.5,10,37,0,19.5,1,0.5,0,0,5,0
2015-07-17,31.11578947,77.5,32.5,157.2,1.2,1.5,1.3,52,19.5,0,54.5,0,69.5,14,2.5,19,0,2.5,10.5,76
2015-07-18,5.689473684,0,0.5,9.5,0.2,0.5,0.4,0,8.5,1.5,17.5,14,1.5,5,9,23.5,8.5,7.5,0,0.5
2015-07-19,0.535294118,0,0,Trace,Trace,0,0.1,0,0,4.5,1.5,0.5,0,0.5,0.5,1,0.5,0,0,0
2015-07-20,51.99473684,54.5,72,29.2,46.2,50.5,52,25,50,40,74,48.5,43,58,47.5,88.5,36.5,51,87.5,34
2015-07-21,36.65789474,23,48.5,77.4,51.2,60,43.4,25.5,26,31.5,38.5,8.5,21.5,42,16,59,38.5,51,9,26
2015-07-22,86.4,136,86,11.4,191.3,140,208.4,1,152,14,4.5,140.5,5,155,4.5,21,62,268.5,39.5,1
2015-07-23,32.50526316,9,31,1.3,45,32.5,48.8,7.5,11,29.5,45.5,31,31.5,68,33.5,45,45,32.5,65,5
2015-07-24,30.28421053,6,3.5,5.9,5.7,16.5,4.3,31,3,31,79,10,95.5,18.5,136,76.5,16.5,8,1,27.5
2015-07-25,9.005263158,1,15,0.5,9.6,13.5,11,0.5,4,18.5,5,20,7,23.5,4.5,6.5,20,9.5,1.5,0
2015-07-26,15.64736842,11,13.5,10.9,24.9,18,34.5,2.5,7.5,13,15,33.5,10,26,9,20.5,18,18,7,4.5
2015-07-27,3.4,4,5,0.2,0.3,0,0.6,0,0.5,1.5,22,1.5,6.5,7,7,3,1,0.5,1,3
2015-07-28,0.588235294,0,0,Trace,Trace,0,0,0,3,0,5.5,0,0.5,0,0,0.5,0,0,0.5,0
2015-07-29,7.447368421,26.5,9.5,0.2,3.7,3.5,7.1,0,16.5,11,7,20,10,0,12,3,2.5,7.5,0,1.5
2015-07-30,3.805263158,3,8.5,0.3,0.6,0.5,0.9,0,8,0,9.5,0.5,11.5,0.5,2.5,20,2.5,0,0,3.5
2015-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-05,0.526315789,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2015-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-09,22.33684211,3,38.5,0.8,11.6,26,17.5,13,10,0,37.5,82,38,20.5,21.5,51,6,28.5,4.5,14.5
2015-08-10,18.04210526,44.5,15.5,22,23.5,22,27.3,3.5,21.5,0.5,13.5,4,15,10.5,10,11,1,31.5,58.5,7.5
2015-08-11,11.23684211,0,0,20.4,16.8,8.5,19.8,19.5,2.5,4.5,11.5,10.5,3,34.5,3.5,20,2,12.5,3,21
2015-08-12,0.25,0,0,0,Trace,0.5,0,0,0,1.5,0,0,0,0.5,2,0,0,0,0,0
2015-08-13,14.15263158,8,4,1.9,27.5,20,42.5,7,13,5,2.5,2.5,0.5,32.5,5,6,30,10,45.5,5.5
2015-08-14,25.81111111,***,23.5,13.3,18.9,22,19.9,12.5,28.5,13.5,14,31,34,23,21.5,17,29.5,22,107.5,13
2015-08-15,61.75,***,123.5,48.3,24.6,16.5,23.1,57.5,21,85,68.5,145,36,76,28,72,193.5,18,15,60
2015-08-16,4.4,***,10.5,0.1,0.1,0,2,7,0.5,13,1,14.5,6,1.5,3.5,12,1.5,0,0,6
2015-08-17,0.222222222,0,0,0,Trace,0,0,0,0,0.5,0,3,0,0,0,0.5,0,0,0,0
2015-08-18,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-20,10.46111111,0,12,Trace,6.1,9,7.2,4,0.5,2,21,37.5,28.5,27,9,12.5,0.5,4.5,0,7
2015-08-21,6.410526316,2.5,14,5.8,0,0,0,10.5,23,0,15,0,4.5,0,1,3.5,0,0,0,42
2015-08-22,0.138888889,0,0,0,Trace,0,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0
2015-08-23,0.505263158,0,0,0,3.4,0,5.7,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2015-08-24,0.078947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
2015-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-26,5.042105263,0.5,0,81,0.2,0.5,0.6,8,2.5,0,0,0,0,0,0,0,0,0.5,2,0
2015-08-27,1.777777778,0,1,Trace,0,0,0,19.5,0,0,0.5,0,0,0,0,0.5,2.5,1,1,6
2015-08-28,4.616666667,0,0,10,Trace,1.5,0.1,1.5,0,4.5,0,39,3.5,1,0.5,0,6,0.5,11.5,3.5
2015-08-29,13.59473684,11.5,0,4.9,0.9,4.5,2.5,9,1,10.5,26.5,27,52.5,48,37.5,9,3,4,0.5,5.5
2015-08-30,8.905263158,46.5,4.5,3.9,9.7,9,6.6,4.5,7,4,3,5.5,2.5,7.5,1,5,4.5,22,19.5,3
2015-08-31,1.877777778,5,0,0.1,Trace,0.5,0.2,1,0.5,0.5,0.5,1,0,0.5,21.5,0.5,0.5,1,0,0.5
2015-09-01,4.047368421,1.5,1,1.8,5.3,3.5,7.8,0.5,1,9.5,0.5,4.5,1,8,1,3,14,6.5,6,0.5
2015-09-02,42.92105263,68.5,49.5,23.1,39,49,38.9,24.5,44.5,55.5,44,47,39,64,32,42,60.5,41,26,27.5
2015-09-03,0.631578947,0,0,0,0.2,1,0.3,0,0,0.5,0,4.5,0,1.5,0,1.5,0,0.5,2,0
2015-09-04,1.578947368,0.5,0,0,0,0,0,0,0,4,0,0,16,0,9,0.5,0,0,0,0
2015-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-06,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-09-07,10.38947368,3,19.5,3.1,7.3,6,7.5,3.5,13.5,18.5,7,8,20,11,28,15.5,6.5,10,5,4.5
2015-09-08,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-09-09,0.027777778,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,0.176470588,0,0,Trace,Trace,0,0,0,0,0.5,0,0,0,0,0,0,0,2.5,0,0
2015-09-12,0.161111111,0,0,1.4,Trace,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-13,0.131578947,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0,0,0,0,0.5
2015-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-15,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-09-16,1.057894737,3.5,4,0.1,1.5,0,5,0,0.5,0,0,0,0,0.5,0,1,0,4,0,0
2015-09-17,0.088235294,1,0,Trace,Trace,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015-09-18,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-19,0.184210526,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0
2015-09-20,0.055555556,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
2015-09-21,46.34736842,17.5,34,46.2,16.9,31,19.5,81,33,47,103,37,104,33,74,71,16,21,19,76.5
2015-09-22,0.963157895,0,1,0,2.9,0,1.4,0,2.5,0,0,6,0,0.5,0,0.5,0,3.5,0,0
2015-09-23,0.333333333,1.5,0,0,Trace,0.5,0,0,1.5,0,0,0.5,0,0.5,0,0.5,0,0,1,0
2015-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,12.74736842,3,0.5,0,10.2,46.5,7,0.5,20.5,22,0,20.5,6.5,78,2,0,0.5,3.5,7.5,13.5
2015-09-27,0.683333333,0,0.5,Trace,4.6,0,2.2,0,0,0,0,0,0,0.5,0,3.5,0,1,0,0
2015-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-30,0.666666667,0,0,0,Trace,10,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0
2015-10-01,3.252631579,0,12,0.7,0.3,0.5,0.3,1.5,5.5,3,4,0,8,0,2.5,22,0,0,0.5,1
2015-10-02,4.272222222,0,4,Trace,7,0.5,1.9,0,1,4,12.5,12.5,0,1.5,3,21.5,4.5,2.5,0,0.5
2015-10-03,52.57222222,78.5,29.5,47.6,46.4,52,49.3,***,55,35.5,80.5,73,65.5,57,41.5,56,57.5,48.5,15.5,57.5
2015-10-04,47.37777778,49.5,26,131.4,38.1,34,35.3,***,18,47,68.5,41,70,47,59.5,66.5,33.5,26,7.5,54
2015-10-05,32.79444444,14.5,24.5,9.3,15.6,19,14.4,***,14,91.5,29.5,50.5,68,29.5,57,40.5,88,10,4,10.5
2015-10-06,47.23684211,34.5,51.5,20.5,50.7,60.5,54.3,1,28,50,40,97,69,110.5,85.5,67.5,7.5,42.5,11,16
2015-10-07,27.09473684,3.5,4.5,2.3,5.8,41.5,11.2,8,1,11.5,2,64,3,73.5,3,4,250.5,13,4,8.5
2015-10-08,0.131578947,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0
2015-10-09,0.277777778,0,0,0,Trace,0.5,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0
2015-10-10,0.888888889,0,0.5,Trace,1,1,1,0,0,1.5,0.5,2,0,1.5,0,1.5,3,2,0.5,0
2015-10-11,1.784210526,2,1,0.1,2,4,1.3,0,0.5,0.5,1,2.5,0,3.5,0,2.5,6,7,0,0
2015-10-12,0,0,0,0,Trace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-13,0.005882353,0,0,Trace,Trace,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
